id,resource_type,locator,translatable_string
e602f2d6-3204-4fba-8dc9-62079a1e0f63,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_3_1719588585773""].output.generic[0].values[3].text","""See you soon at our store."""
8f2b8a81-9a08-4ce6-9352-b37bac214ec4,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_3_1719588585773""].conditions","""#Good_bye"""
c1c23140-4800-47ec-8b23-06892204ca0d,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_4_1719590770829""].title","""No Location"""
8a52c024-83ef-4586-a1a7-87edc1121226,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_4_1719590770829""].output.generic[0].values[0].text","""No Store Timing Available. Our hours of operation are listed on  <a herf=""https://example.org/hours/"">Hours Page</a>."""
9eac43a2-eca2-41e6-8a71-b232d665af90,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_4_1719590770829""].conditions","""true"""
144fe2ca-8f6b-4a1c-9910-9c6cbd993bf2,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_4_1719665633588""].title","""flowers_name"""
3a54d8a5-c09c-4dba-8b52-f9908fe07af4,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_4_1719665633588""].conditions","""@flowers"""
af029690-8767-43fe-993c-20c6fbb06e88,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_5_1719590026268""].title","""Shop Hours"""
0de01a5d-33d3-4a76-975d-4d039e9590a9,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_5_1719590026268""].conditions","""#hours_info"""
39d12755-df86-4fc4-a3a4-1f9279a4fb8c,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_5_1719590387739""].title","""Specific Location"""
5a373b15-2821-462f-b850-304db272de0a,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_5_1719590387739""].conditions","""@location"""
6e069957-7e78-4319-881c-a75f7a5692f4,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_5_1719592093761""].title","""Shop Address"""
990662f8-8214-4da4-bb7f-f8041b8616cb,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_5_1719592093761""].conditions","""#location_info"""
e03c1a3a-233a-4089-8478-2119033762e5,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_5_1719593092781""].title","""invalid location"""
c9c42cf0-b068-410c-bbc1-7fc6f0c296b0,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_5_1719593092781""].output.generic[0].values[0].text","""No Store is Available at this Location. Our hours of operation are listed on  <a herf=""https://example.org/address/"">Address Page</a>."""
bd711b6b-1a70-41bd-9ab1-70ef73c2c952,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1719587510828""].title","""Greeting"""
be9c7599-3a19-46f3-bfba-5d5fae31d90f,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1719587510828""].output.generic[0].values[0].text","""Hello, How can I help you?"""
3f49b0f8-8fe3-49ec-ae88-b44c22e6c04b,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1719587510828""].output.generic[0].values[1].text","""Welcome, How may I assist you?"""
6199c428-4503-42ee-b254-c2123931fc8a,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1719587510828""].output.generic[0].values[2].text","""Hi, Hope you are doing well. How can I help you?"""
2f91cd4b-272b-4ffa-88b0-5e328611ebf8,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1719587510828""].output.generic[0].values[3].text","""Aloha, How can I help you?"""
1856e469-044c-43a1-b897-a1872a6d2394,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1719587510828""].output.generic[0].values[4].text","""Aloha, How may I assist you?"""
9c043671-1c40-454b-a755-a134c1aa6257,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1719587510828""].output.generic[0].values[5].text","""Aloha, Hope you are doing well. How can I help you?"""
773d6165-f09d-4054-8a82-ed4a7abde0b5,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1719587510828""].output.generic[0].values[6].text","""Namaste, How can I help you?"""
28bd1543-0b3c-401e-918c-6c56a139e8f6,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1719587510828""].output.generic[0].values[7].text","""Namaste, How may I assist you?"""
72abd892-febd-4b0b-99cf-2060a375c6f3,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1719587510828""].output.generic[0].values[8].text","""Namaste, Hope you are doing well. How can I help you?"""
c9229560-a794-49fb-9637-24b81b8e44b9,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1719587510828""].output.generic[0].values[9].text","""Welcome, How can I help you?"""
90875c43-2a23-429b-bb1f-a7b0ffd14d03,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1719587510828""].output.generic[0].values[10].text","""Welcome, Hope you are doing well. How can I help you?"""
7ab188f7-9d9d-49d4-9cb6-7372dfde57af,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1719587510828""].output.generic[0].values[11].text","""Hi, How can I help you?"""
f050ede5-3579-4078-8ac1-038c638d8304,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1719587510828""].output.generic[0].values[12].text","""Hi, How may I assist you?"""
3a1f5688-567f-46ff-b151-941c9ec64c9e,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1719587510828""].conditions","""#Greeting"""
2c4e5b43-a5ec-4e35-b634-d31e93ceb4cc,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1719592739380""].title","""shop address"""
706c19b0-b62a-4e96-9393-97d26c7ea448,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_6_1719592739380""].conditions","""@location"""
58d9fe88-74cc-482d-a33d-7f246d4b4553,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_9_1719588452814""].title","""Thank you"""
12e67335-ec6b-4874-b434-cb975e8e19dd,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_9_1719588452814""].output.generic[0].values[0].text","""Thank you, Please visit our store."""
47d436ed-b1bb-44e4-b3e8-0d2cd2ae3941,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_9_1719588452814""].output.generic[0].values[1].text","""Thank you, Have a nice day!!!."""
a9a0778f-85fe-4042-9466-adf38e69c9f7,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_9_1719588452814""].output.generic[0].values[2].text","""See you at our store."""
6e1d2d0a-f0a9-4d80-bb92-57f7d3739236,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""node_9_1719588452814""].conditions","""#Thank_you"""
dc7285f1-9a9b-4049-bcf8-9f42d5afd32e,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_10_1719590646211""].output.generic[0].values[0].text","""Our Pune store is open from 10 am to 5 pm."""
a0f9a997-7cc6-4903-b51a-6c49d757fd9f,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_10_1719590646211""].conditions","""@location:Pune"""
da36ae39-49e0-4a43-bd8e-946be786686f,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_10_1719590665938""].output.generic[0].values[0].text","""Our Sydney store is open from 10 am to 4 pm."""
dac405c3-54a1-4489-9a51-5d7edb6722c3,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_10_1719590665938""].conditions","""@location:Sydney"""
71f31b35-30b9-48b0-b7d2-ac989b10cc49,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_10_1719592821255""].output.generic[0].values[0].text","""3rd Floor Shop No. 305 Haridhara Complex at Mumbai"""
1e59098c-3f87-4e62-816d-b88f5bad4f9c,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_10_1719592821255""].conditions","""@location:Mumbai"""
6064a179-34f4-4830-9561-59901e4772c7,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_1_1719666386369""].output.generic[0].values[0].text","""Per Peace 10/-"""
4c96cc96-939d-4b76-8390-002dba9c1841,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_1_1719666386369""].conditions","""@flowers:Lavender"""
eb28c7b4-4d97-41ae-97ce-37bafd262f2b,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_1_1719666452903""].output.generic[0].values[0].text","""Per Peace 15/-"""
735ad254-2601-4b5b-bc31-8d92a8a60284,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_1_1719666452903""].conditions","""@flowers:Jasmine"""
bdf30fe7-bc1d-4f73-a6d4-1e51949c242a,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_2_1719592758060""].output.generic[0].values[0].text","""1st Floor Shop No. 105 DV Shopping Complex at Pune"""
595fd70c-5707-4501-aa41-1f5bd9992ecc,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_2_1719592758060""].conditions","""@location:Pune"""
a472eb10-e723-41f4-b6bc-2984d5df538f,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_2_1719666348994""].output.generic[0].values[0].text","""Per Peace 15/- """
f322ae44-114f-4240-ae94-8dbf62e3f70e,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_2_1719666348994""].conditions","""@flowers:Tulip"""
fd926d02-7e9e-4d64-b771-1aa0585313fd,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_2_1719666437793""].output.generic[0].values[0].text","""Per Peace 10/-"""
0f26745f-9b2f-4e7c-9923-4197eb48359a,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_2_1719666437793""].conditions","""@flowers:Rose"""
75785148-04b6-4b6a-8780-61f89818a233,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_2_1719666464897""].output.generic[0].values[0].text","""Per Peace 10/-"""
96ebb5b3-5058-4105-b603-f03aa7f062dd,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_2_1719666464897""].conditions","""@flowers:Sunflower"""
13d90178-b008-40f7-ade0-7dc3db929546,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_5_1719590491001""].output.generic[0].values[0].text","""Our Mumbai store is open from 9 am to 6 pm."""
c5adb65b-a6e7-40bf-925c-ab0650a40e8d,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_5_1719590491001""].conditions","""@location:Mumbai"""
ac8643e6-3df9-43e0-8b9a-1d4a81df02fd,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_5_1719666419583""].output.generic[0].values[0].text","""Per Peace 20/-"""
98349e92-0b80-434d-88db-233f6cd0843e,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_5_1719666419583""].conditions","""@flowers:Lotus"""
0cad7ca4-8190-414f-9a71-4e26a7ef3d74,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_9_1719592902017""].output.generic[0].values[0].text","""Shop No. 104 NYC, Dallas Street at Sydney."""
78581895-bdc5-4832-8124-e8a4211bef31,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_9_1719592902017""].conditions","""@location:Sydney"""
6e42cd9b-8cdc-4d3f-9331-30f13bdcc2fe,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_9_1719666477857""].output.generic[0].values[0].text","""Per Peace 10/-"""
8de823e7-2b9b-4cb5-a340-ffeaee68f555,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""response_condition"", dialog_node=""response_9_1719666477857""].conditions","""@flowers:Lily"""
147d69ef-bc0f-4fb9-9e33-fd6980192c0b,DIALOG_NODES_TITLE,"workspace.dialog_nodes[type=""standard"", dialog_node=""Welcome""].title","""Welcome"""
0155c407-a1d4-416e-844a-2d9f2cc93164,DIALOG_NODES_OUTPUT_GENERIC_VALUES_TEXT,"workspace.dialog_nodes[type=""standard"", dialog_node=""Welcome""].output.generic[0].values[0].text","""Hello. My Name is Floret Chatbot and I am here to help you with the Store Hours and store Location information."""
c9806522-260f-494f-9893-55e391b5a4b5,DIALOG_NODES_CONDITIONS,"workspace.dialog_nodes[type=""standard"", dialog_node=""Welcome""].conditions","""welcome"""
